file_name,pair_sha256,duration_sec,duration_bin,reference,hypothesis,wer,word_insertions,word_deletions,word_substitutions,dominant_error,hallucination,baseline_wer,wer_improvement
euphonia_a2c1193e9bf89f22ec3ecfc8b3bd0647.wav,d82cb9432833a2266c7c963d8ffa0ac9828d3edd7e342d55f1ac3a374cfe32bf,3.251,"(3.0, 10]",bluetooth pairing,go to the police,2.0,2,0,2,insertion,True,2.5,0.5
euphonia_b097052deea3a1f1d7e645536afd921d.wav,d217dbe0b40df70cd255e0e5829549fc390bb446a044f0e611f0a208156792b0,1.95,"(1.0, 3]",before,bye boy,2.0,1,0,1,insertion,True,1.0,-1.0
euphonia_d87fbf256ee34520cff2fa7f132212f3.wav,de9788b12f9c30ae21a534bc6d552b5e29bda14ac548aef864cd0820834c8425,3.622,"(3.0, 10]",longpress,roll close,2.0,1,0,1,insertion,True,4.0,2.0
euphonia_e235c7040f85170ce80ba7685dfc17a2.wav,db59c16e52bcd42bb18f5440b828820146145e8685842730a5ccfd3af4e08924,4.18,"(3.0, 10]",volume 50,follow me to present,2.0,2,0,2,insertion,True,3.5,1.5
euphonia_8c62fa4848f286d9a340ab0429d7c013.wav,e72718cfeb5532f57d449ba086c2f1224753d6c1e4e58963b224821d70a3bda8,7.523,"(3.0, 10]",wisconsin was founded in 1848,you can see why you found it at 38,1.8,4,0,5,substitution,True,2.0,0.19999999999999996
euphonia_3f960f337a396ced0dba79634d3aa41f.wav,d153ec40f558e59e666048f7d5928de29955721db2d08a1348e4229a8bf0ed55,5.387,"(3.0, 10]",shut down accelerators,set the israeli launch list,1.6666666666666667,2,0,3,substitution,True,1.3333333333333333,-0.3333333333333335
euphonia_49ae44f98110b2c7ee263a04dc298dd8.wav,d170663764efa9002f06cac9e53172405be4afa57fb592b517a8aa966d7b0ea4,4.087,"(3.0, 10]",well thats wonderful,where did you live there,1.6666666666666667,2,0,3,substitution,True,1.6666666666666667,0.0
euphonia_6485bd1c63a6e5ea60a87217ec5b9c06.wav,e266260df1e9f4eef0f6b15f2c3f89efb4b0dbdc58378c48e87f136bad3c0695,3.901,"(3.0, 10]",umbrella is first,i believe in the film,1.6666666666666667,2,0,3,substitution,True,3.0,1.3333333333333333
euphonia_a952e11e11eca2c0577862a64c719ce0.wav,da62a5130fddab5635075c525b86c857c6f7b0552bf412ada8bba370c45eab9e,3.158,"(3.0, 10]",thats too difficult,you need to double cut,1.6666666666666667,2,0,3,substitution,True,2.6666666666666665,0.9999999999999998
euphonia_ea4b2a4fdd48da4494de7264d3b9ae08.wav,d0f39386832ef834a291cd221722e881ca9e96e6056733896657cd2d85e1f29e,4.087,"(3.0, 10]",unmute media volume,im just as far as,1.6666666666666667,2,0,3,substitution,True,2.0,0.33333333333333326
euphonia_f982bf7e8fa4bb80de84b8413f8bb224.wav,ce906dc3c76b23ba85bfd6fff0abbd0b22772c1b365450e8845f0ad5c62df528,3.622,"(3.0, 10]",a dodge charger,i think its quite fair,1.6666666666666667,2,0,3,substitution,True,2.0,0.33333333333333326
euphonia_2f55bbab787def78570dae068967fe57.wav,de8bea55b6c5d5b5dd2b0ac2184e631e5bf5167bba9352a5fd7cd29057860ec5,10.403,"(10.0, 30]",your reservation at hotel monaco ends july 23rd,you are going to be free at horta one hour and one part dead,1.625,6,0,7,substitution,True,1.875,0.25
euphonia_2eded36497cd27016ad7ade16b53307b.wav,e72c654b5c23a31ad34854c7edf67ce8b45bf04f52f58385f377ab17642efc70,8.731,"(3.0, 10]",turn left onto sunrise highway north service road,tell you what i saw was how we knew this was rude,1.5,4,0,8,substitution,False,1.875,0.375
euphonia_40d7af25ea70ff02593f5d970a706184.wav,e75e2aa1a840c52bb1ddedc1f4509c2f863815d21ae889cd73c29d7ce8b90baf,3.994,"(3.0, 10]",lower volume,roll a ballon,1.5,1,0,2,substitution,False,2.5,1.0
euphonia_59818c17f519815eb2e5659d5fa8a256.wav,dad8c7407083328d8ff7ab67439491e74097ca10d0401c5103483013b24c0e58,2.786,"(1.0, 3]",less squares,what is cause,1.5,1,0,2,substitution,False,1.5,0.0
euphonia_958f898695a06eda37c9ef4ed2fcaaa7.wav,cb1914ecb691204a1d974cd85affee786469782ad8cbc06b949f3dc126c2fffe,4.458,"(3.0, 10]",excuse me for interrupting,its going to be very interesting,1.5,2,0,4,substitution,False,2.0,0.5
euphonia_b0da7e5ad91e453312802cff424fe73c.wav,ce3de07a3df29466af3fcd9be52d8d67d1ac8b4ca8d2a77239f13637d0ad4646,2.694,"(1.0, 3]",call husband,can i stand,1.5,1,0,2,substitution,False,1.0,-0.5
euphonia_b66a833299a51815a8580a1a3aaa3b38.wav,d34b156f2b4c271deae5033835c8cbb341d9c1f18a14935d6fa7f788f66b73a2,4.737,"(3.0, 10]",and a cherry turnover,and you feel it on your phone,1.5,3,0,3,insertion,True,1.25,-0.25
euphonia_e42864f35a820b449a268db66a97c0e3.wav,dd4fb06eb77050f007db11ec617857908d0fbaafef986755d91cf9265987a738,2.601,"(1.0, 3]",im leaving,i believe in,1.5,1,0,2,substitution,False,1.5,0.0
euphonia_f5e7d2259fc7734bedd494b9aae76c69.wav,ccc1bcc731502f037d260518761a71d64cff41c6a481517dc41d46feeae1632d,10.403,"(10.0, 30]",your reservation at hotel monaco ends july 23rd,you are a very fit hotel when i get anything like twice dead,1.5,5,0,7,substitution,True,2.5,1.0
euphonia_fd17d8ffe06c991eb380388541463008.wav,dff3b83cc1767e4f1728eeec2b86a5d2d19c83d7e25dd32cae8a353fab3c3f12,2.694,"(1.0, 3]",move after,bove every time,1.5,1,0,2,substitution,False,2.5,1.0
euphonia_8eddea72f0a7a0e11106d4f337ff8627.wav,d30cbaf974077ae5e2aba8abaadc993c967b50a616ce128309335a69a9ff06c3,8.824,"(3.0, 10]",merge onto west state highway loop 306,means arent willing to state how a loop is their whole success,1.4285714285714286,5,0,5,insertion,True,2.0,0.5714285714285714
euphonia_c610d7c2787dfc91f98208c2c6a6726f.wav,cea844565d3ec0c50d8a7cbb3db22843b667a3a91369a7273ef7f1ea20878ce2,12.26,"(10.0, 30]",no one has succeeded in really commercializing thanksgiving,no one has such a dead end really can be say say something thats different,1.375,7,0,4,insertion,True,2.5,1.125
euphonia_0ae19412f30539082dcf8d7f8efb870d.wav,d2e19a72218a4ee93793d9934fe5c6bbfdf4911d821ddfe398c9092aab56c91e,7.988,"(3.0, 10]",the board disapproved of william kendall,the voice of the applause is lame can do,1.3333333333333333,3,0,5,substitution,False,2.1666666666666665,0.8333333333333333
euphonia_10124557b1758e01e8aaf355f46b4bd4.wav,e249f732c298a82e6cb2d665944e687ab744d6ea2d3caa27c4a60d9667058a81,6.13,"(3.0, 10]",here is dallas museum of art,how long ago was it before i was,1.3333333333333333,2,0,6,substitution,False,1.5,0.16666666666666674
euphonia_2bb60036f8c49db32a01443b9bf59156.wav,cdb0c2a024583535468867313e893585b71edea638e8db7b51be1eabb5f7786f,4.18,"(3.0, 10]",play my spotify,turn on phone phone,1.3333333333333333,1,0,3,substitution,False,1.0,-0.33333333333333326
euphonia_2d4cdf134e9d184d3a9c4d709e7d2d92.wav,d67281cabdb875697fc5b565e96fe9c881ae79e74025269ee0922c1889f1cff4,3.901,"(3.0, 10]",warm southern wind,wim so damn weird,1.3333333333333333,1,0,3,substitution,False,1.6666666666666667,0.3333333333333335
euphonia_48343b5574d674f11941bc0d06edc03f.wav,cc5f31e3c48e99c67f1bedf1e11703d792fd3b8ea0fad9102238394688c7ba64,5.851,"(3.0, 10]",just double tap the right earbud,you dont believe in the world you are born,1.3333333333333333,3,0,5,substitution,False,1.8333333333333333,0.5
euphonia_6be18ec8b17f2f90fdd5779a25f50b65.wav,dee38c88a0f82881971a96f1250407d8e1b5e604b93d250354981e268d4c61b2,2.879,"(1.0, 3]",play next song,will you make fun,1.3333333333333333,1,0,3,substitution,False,1.0,-0.33333333333333326
euphonia_7a64d5b9652b7560e55506794d27d5ae.wav,e06c9e51834623ffc4a52cc3d664313bde649de20e51c4ea368523342b4be698,3.065,"(3.0, 10]",clear all devices,call you the best,1.3333333333333333,1,0,3,substitution,False,2.6666666666666665,1.3333333333333333
euphonia_a9359ce741705d426ddab4fb2d8b7620.wav,d9002c79608890266f84e5ef7e061fa62decdaf947cf89dd040ecda4bf8348e9,5.016,"(3.0, 10]",is bluetooth connected,is brought to the connection,1.3333333333333333,2,0,2,insertion,True,2.0,0.6666666666666667
euphonia_d41ad0f4b8b053772de014614782dba3.wav,cedd86a635394687895503c5a16f7940c3230a726ae651eef3f7f09ef61a326d,3.529,"(3.0, 10]",warm southern wind,were outside the window,1.3333333333333333,1,0,3,substitution,False,2.0,0.6666666666666667
euphonia_dc8403416f70e8dc8643dcc15ce39a75.wav,d3ea85e68eb315bae6c97d058e482abbc08b0136508cd197f2676a6878307e30,4.737,"(3.0, 10]",okay upload recordings,okay ive learned more questions,1.3333333333333333,2,0,2,insertion,True,1.3333333333333333,0.0
euphonia_0bffdc972e05b86fee4de4b9ccb234c3.wav,e3105c50ce4076e41d1e72cc02176f9a7fd9a67671542d8833b86ccb0889e26d,7.523,"(3.0, 10]",amber india restaurant is closed on friday,im going to return it according to my body,1.2857142857142858,2,0,7,substitution,False,1.4285714285714286,0.1428571428571428
euphonia_a84dbb7a8b26724cd97132570cab7d36.wav,e48bd3234277c00671c04bd37ea8b2e6ff414e29ad29f436f2ad3890e357c2d4,9.102,"(3.0, 10]",add 5 ° to each satellite coordinate,it was the greatest tool ever to sit on it coordinate,1.2857142857142858,4,0,5,substitution,True,1.4285714285714286,0.1428571428571428
euphonia_bbb5adb133abb77de22bf85e594a0e65.wav,d0e528cdfa335e173f7f5626f7fc87f8041333e3ccb471b463a8c268904237fc,6.13,"(3.0, 10]",his new wife was lucy a white,how in the world you are always in front,1.2857142857142858,2,0,7,substitution,False,1.0,-0.2857142857142858
euphonia_d984ad24cdc738ef58945aea5f06c03b.wav,e75a252743de9c2e4e40e559d1b1d4fe4aeb0a5608875ec969339da9417a0aca,7.152,"(3.0, 10]",sounds like snuffles had a great meal,so the luck in the first head is great there,1.2857142857142858,3,0,6,substitution,False,2.2857142857142856,0.9999999999999998
euphonia_04dd2be71e4fac46a3a02a69d24ee457.wav,d1ce66de3a4a970f975bb7bc15f83e59342e9b04748cd4132c720d5a60fb9365,3.901,"(3.0, 10]",junior will not play,you know you are not there,1.25,2,0,3,substitution,False,0.75,-0.5
